gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_charges_per_month,num_services,is_new_customer,tenure_bin,TotalServices,IsFiber,ContractRisk,SpendRatio,LongTenure,NeedsSupportNo,AutoPayment
Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.7,1492.1,20.72361111,1,0,49-72,0,0,0,0.013863773,1,0,1
Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,66.2,4,1,0-3,3,0,2,0.526986507,0,0,0
Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,94.41428571,4,0,07-Dec,3,1,2,0.144054993,0,1,0
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,70.1462963,2,0,25-48,1,1,2,0.03984274,1,1,0
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,71.225,1,1,04-Jun,0,1,2,0.243266877,0,1,0
Female,0,No,No,37,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85,784.25,21.19594595,1,0,25-48,0,0,0,0.025278574,1,0,0
Male,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20,417.7,19.89047619,1,0,13-24,0,0,2,0.047766898,1,0,0
Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,94.64622642,4,0,49-72,3,1,1,0.019104091,1,1,1
Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,89.59722222,4,0,13-24,3,1,2,0.055832688,1,0,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,59.875,1,1,0-3,0,1,2,0.571014493,0,1,0
Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,100.1453125,5,0,25-48,4,1,2,0.031054544,1,1,1
Male,1,Yes,No,23,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.75,485.2,21.09565217,1,0,13-24,0,0,1,0.04267791,1,0,0
Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,53.61666667,2,1,0-3,1,0,2,0.309854804,0,1,0
Female,0,Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,58.38380282,5,0,49-72,5,0,0,0.014145312,1,0,0
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,91.93888889,4,0,07-Dec,3,1,2,0.115758344,0,0,1
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,49.5,2,1,0-3,1,0,2,0.98019802,0,1,0
Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,55.04722222,3,0,13-24,2,0,2,0.057922065,1,1,0
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,58.02916667,2,0,07-Dec,1,0,1,0.076934108,0,1,1
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,78.66760563,7,0,49-72,6,0,0,0.014338393,1,0,0
Female,0,No,No,64,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.4,1601.2,25.01875,2,0,49-72,1,0,1,0.01522906,1,0,1
Male,0,No,No,4,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,40.6125,2,1,04-Jun,2,0,2,0.245029061,0,0,0
Female,0,No,No,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,470.2,20.44347826,1,0,13-24,0,0,2,0.041383701,1,0,0
Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066,52.97435897,2,0,25-48,1,0,2,0.024697629,1,1,1
Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1426.45,50.94464286,3,0,25-48,2,0,1,0.038074889,1,0,0
Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,78.5,3,1,04-Jun,2,1,2,0.215247776,0,1,0
Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,85.81,3,0,25-48,2,1,2,0.022291551,1,1,0
Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,68.9972973,1,0,25-48,0,1,2,0.027546106,1,1,0
Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,6668.35,111.1391667,7,0,49-72,6,1,0,0.016493361,1,0,1
Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,102.425,5,0,07-Dec,4,1,2,0.122623111,0,1,0
Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,98.19680851,5,0,25-48,4,1,1,0.020557812,1,1,1
Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,79.63846154,3,0,25-48,2,1,2,0.040427689,1,1,0
Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,91.25,4,1,0-3,3,1,2,0.321383076,0,0,0
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,71.154,1,0,49-72,0,1,2,0.019599854,1,1,1
Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,72.48518519,5,0,25-48,4,0,2,0.036566059,1,0,1
Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,91.24375,4,0,07-Dec,3,1,2,0.12600041,0,1,0
Female,0,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.65,1416.75,22.85080645,2,0,49-72,1,0,0,0.016681361,1,0,1
Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,83.44225352,6,0,49-72,5,0,0,0.013813413,1,0,1
Male,0,No,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.1,1697.7,25.72272727,2,0,49-72,1,0,0,0.014776005,1,0,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,115.4389706,8,0,49-72,7,1,0,0.014609883,1,0,1
Female,0,No,No,13,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,49.95384615,3,0,13-24,3,0,2,0.075568881,1,1,0
Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,81.38392857,2,0,49-72,1,1,1,0.017747066,1,1,0
Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,79.29078947,3,0,25-48,2,1,2,0.026359881,1,1,0
Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,90.43571429,3,0,13-24,2,1,2,0.071383474,1,1,1
Female,0,No,Yes,16,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.3,360.35,22.521875,1,0,13-24,0,0,1,0.053410821,1,0,1
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,74.75,1,0,13-24,0,1,2,0.067016706,1,1,0
Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,73.371875,1,0,25-48,0,1,2,0.029694751,1,1,1
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,55.96875,3,0,07-Dec,2,0,1,0.120891365,0,0,1
Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,97.90581395,5,0,25-48,4,1,2,0.023581377,1,1,1
Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74,3877.65,74.57019231,6,0,49-72,5,0,1,0.019078803,1,0,1
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,50.76666667,2,1,0-3,1,0,2,0.32778865,0,0,0
Male,0,No,No,29,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.8,572.2,19.73103448,1,0,25-48,0,0,1,0.034542917,1,0,0
Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,19.65,19.65,1,1,0-3,0,0,2,0.95157385,0,0,0
Male,1,No,No,12,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,43.9125,3,0,07-Dec,3,0,2,0.082678284,0,0,0
Female,0,Yes,Yes,16,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,34.54375,1,0,13-24,1,0,2,0.064114141,1,1,1
Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,80.21625,6,0,25-48,5,0,1,0.025158506,1,0,0
Female,0,No,No,5,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,42.15,2,1,04-Jun,2,0,2,0.186540732,0,1,0
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,92.67375,4,0,25-48,3,1,2,0.026186977,1,1,1
Female,0,No,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.55,620.75,17.24305556,1,0,25-48,0,0,1,0.031443506,1,0,0
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80,412.5,82.5,2,1,04-Jun,1,1,2,0.193470375,0,1,0
Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,83.205,3,0,07-Dec,2,1,2,0.101674569,0,1,0
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,92.775,3,1,0-3,2,1,2,0.480032163,0,1,1
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,84.48695652,4,0,13-24,3,1,2,0.046600144,1,0,0
Male,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.05,505.9,19.45769231,1,0,25-48,0,0,1,0.039554153,1,0,1
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,111.7618056,7,0,49-72,6,1,0,0.013966463,1,1,0
Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,53.39117647,2,0,25-48,1,0,2,0.027638606,1,0,1
Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,61.295,4,0,07-Dec,3,0,2,0.101392622,0,0,1
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,56.79642857,3,0,13-24,2,0,1,0.069961691,1,0,0
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,94.33913043,4,0,13-24,3,1,2,0.041482403,1,1,1
Male,0,Yes,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,973.1,20.70425532,1,0,25-48,0,0,0,0.020172467,1,0,0
Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,92.09166667,4,0,13-24,3,1,2,0.040362699,1,0,0
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,99.05612245,5,0,49-72,4,1,2,0.020402698,1,1,1
Male,1,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54,1055.9,52.795,3,0,13-24,2,0,1,0.051092819,1,0,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,72.275,1,1,0-3,0,1,2,0.479216764,0,1,1
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,45.55,2,1,0-3,1,0,2,0.53257329,0,1,1
Male,0,No,No,22,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,59.31136364,4,0,13-24,4,0,0,0.043458284,1,0,1
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713,101.8571429,5,0,07-Dec,4,1,2,0.13732493,0,1,1
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.1,21.1,21.1,1,1,0-3,0,0,2,0.954751131,0,0,0
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,94.58983051,5,0,49-72,4,1,2,0.017315203,1,0,1
Female,0,Yes,Yes,58,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.5,1497.9,25.82586207,2,0,49-72,1,0,1,0.01634532,1,0,1
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,110.4256098,8,0,25-48,7,1,2,0.02528459,1,0,1
Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,77.80254237,3,0,49-72,2,1,0,0.017249828,1,1,1
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,66.73333333,1,1,0-3,0,1,2,0.345675944,0,1,0
Male,0,No,No,32,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,19.2015625,1,0,25-48,0,0,0,0.032577789,1,0,1
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,99.23695652,5,0,25-48,4,1,2,0.02164962,1,1,0
Male,0,Yes,Yes,0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,0,25.75,2,1,0-3,1,0,0,25.75,0,0,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,85.575,2,1,0-3,1,1,2,0.470229451,0,1,0
Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,1012.4,19.46923077,1,0,49-72,0,0,1,0.019340833,1,0,1
Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,72.33461538,2,0,13-24,1,1,2,0.078929197,1,1,0
Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,95.24545455,3,0,07-Dec,2,1,2,0.085534471,0,1,1
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,86.45,4,0,25-48,3,1,2,0.031672328,1,0,1
Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,95.43823529,5,0,13-24,4,1,2,0.061874403,1,1,1
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,70.584375,2,0,13-24,1,1,2,0.06612996,1,1,1
Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,111.3901961,7,0,49-72,6,1,1,0.018910928,1,1,1
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,77.37586207,5,0,25-48,4,0,1,0.033564969,1,0,1
Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,64.61785714,5,0,49-72,4,0,0,0.014355971,1,0,1
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,100.8408451,6,0,49-72,5,1,0,0.014027958,1,0,0
Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,69.26707317,5,0,25-48,4,0,1,0.024111653,1,1,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,80.55,2,1,0-3,1,1,2,0.987737584,0,1,0
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,82.87142857,6,0,07-Dec,5,0,2,0.139821029,0,0,1
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,87.144,3,0,25-48,2,1,1,0.0414755,1,1,0
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,90.12761194,5,0,49-72,4,1,1,0.014827264,1,0,0
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,51.88,3,1,04-Jun,2,0,2,0.21390169,0,0,0
Male,0,No,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,324.15,21.61,2,0,13-24,1,0,2,0.07627249,1,0,0
Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20,417.65,20.8825,1,0,13-24,0,0,2,0.047772602,1,0,0
Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,56.05,3,1,0-3,2,0,2,0.331953887,0,1,0
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,104.4046296,6,0,49-72,5,1,1,0.018656286,1,0,0
Male,0,No,No,42,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.55,839.4,19.98571429,1,0,25-48,0,0,1,0.023262732,1,0,0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,85.45555556,2,0,07-Dec,1,1,2,0.103557979,0,1,0
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253,99.25396825,5,0,49-72,4,1,0,0.015582028,1,1,1
Female,0,Yes,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.25,1641.8,23.7942029,2,0,49-72,1,0,0,0.014761383,1,0,1
Female,0,No,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.6,1678.05,24.31956522,2,0,49-72,1,0,0,0.014651142,1,0,1
Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,51.4625,2,0,25-48,1,0,2,0.024350571,1,1,0
Male,0,No,No,60,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,40.40833333,3,0,49-72,3,0,0,0.016326531,1,1,1
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,96.8,5,1,04-Jun,4,1,2,0.243173622,0,0,1
Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,88.64014085,8,0,49-72,7,0,0,0.01427448,1,0,0
Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,76.7472973,3,0,25-48,2,1,2,0.027792935,1,1,1
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,98.309375,5,0,25-48,4,1,2,0.031411866,1,1,1
Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,56.42820513,3,0,25-48,2,0,0,0.024458373,1,0,1
Female,0,No,No,38,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,24.25,914.4,24.06315789,2,0,25-48,1,0,1,0.026491151,1,0,0
Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,88.03365385,4,0,49-72,3,1,0,0.0195359,1,1,1
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,104.1145833,6,0,25-48,5,1,2,0.021056317,1,1,1
Male,0,Yes,Yes,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,59.21142857,5,0,49-72,5,0,0,0.014351874,1,0,1
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,74.6775,1,0,13-24,0,1,2,0.047204844,1,1,1
Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,83.582,7,0,49-72,6,0,1,0.01973637,1,0,1
Female,0,No,No,19,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,47.02894737,2,0,13-24,2,0,1,0.05013694,1,1,1
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611,64.44,4,0,25-48,3,0,1,0.0382134,1,1,1
Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,49.42083333,2,0,07-Dec,1,0,2,0.082568807,0,1,1
Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,109.8666667,6,0,25-48,5,1,2,0.024651174,1,1,0
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,77.79285714,2,0,07-Dec,1,1,2,0.136834387,0,1,0
Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,66.68695652,5,0,13-24,4,0,1,0.043165233,1,0,0
Male,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.4,529.8,19.62222222,1,0,25-48,0,0,2,0.036548606,1,0,0
Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,82.24680851,3,0,25-48,2,1,2,0.022254694,1,1,1
Male,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.15,515.75,19.83653846,1,0,25-48,0,0,0,0.037058539,1,0,1
Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941,67.21428571,4,0,13-24,3,0,2,0.068683652,1,1,1
Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,103.0590909,6,0,07-Dec,5,1,2,0.091702287,0,0,1
Male,0,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,48.35,24.175,1,1,0-3,0,0,2,0.390070922,0,0,0
Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,79.61730769,3,0,25-48,2,1,2,0.039569301,1,1,0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,115.7493056,8,0,49-72,7,1,0,0.013755331,1,0,1
Female,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20,1209.25,19.19444444,1,0,49-72,0,0,0,0.016525511,1,0,1
Male,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.8,1396.25,19.66549296,1,0,49-72,0,0,0,0.014170692,1,0,0
Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,65.75909091,4,0,07-Dec,3,0,2,0.089942707,0,1,1
Male,1,Yes,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,228.65,16.33214286,1,0,13-24,0,0,1,0.08556499,1,0,0
